Respondent_ID,Age,Gender,Income_Level,City_Tier,Brand_Name,Price_Fairness,Quality,Availability,Innovation,Customer_Service,Trust,Overall_Preference
R061,34,Male,Medium,Tier-3,FreshHub,6,5,4,5,5,5,5
R062,37,Female,Medium,Tier-1,ShopEase,4,5,6,4,5,6,4
R062,37,Female,Medium,Tier-1,ValueMart,5,2,5,3,5,4,4
R062,37,Female,Medium,Tier-1,TrendNest,3,4,6,4,2,4,2
R062,37,Female,Medium,Tier-1,PrimeCart,6,7,5,7,7,7,7
R062,37,Female,Medium,Tier-1,UrbanChoice,4,3,3,3,5,4,4
R062,37,Female,Medium,Tier-1,FreshHub,4,6,2,6,5,7,6
R063,29,Female,High,Tier-1,ShopEase,7,2,7,6,7,6,6
R063,29,Female,High,Tier-1,ValueMart,6,6,6,5,5,6,5
R063,29,Female,High,Tier-1,TrendNest,3,5,6,7,4,5,4
R063,29,Female,High,Tier-1,PrimeCart,4,7,6,7,7,7,6
R063,29,Female,High,Tier-1,UrbanChoice,6,7,4,6,5,4,3
R063,29,Female,High,Tier-1,FreshHub,4,6,5,5,4,7,5
R064,28,Male,Low,Tier-1,ShopEase,2,6,6,2,5,5,3
R064,28,Male,Low,Tier-1,ValueMart,6,5,6,4,5,5,7
R064,28,Male,Low,Tier-1,TrendNest,5,4,5,5,4,4,5
R064,28,Male,Low,Tier-1,PrimeCart,4,7,5,7,7,6,5
R064,28,Male,Low,Tier-1,UrbanChoice,5,6,5,5,6,6,6
R064,28,Male,Low,Tier-1,FreshHub,5,7,6,6,7,7,6
R065,45,Male,Medium,Tier-1,ShopEase,4,4,7,7,6,5,5
R065,45,Male,Medium,Tier-1,ValueMart,7,7,7,6,6,6,7
R065,45,Male,Medium,Tier-1,TrendNest,5,5,6,5,5,5,4
R065,45,Male,Medium,Tier-1,PrimeCart,4,6,7,5,5,7,5
R065,45,Male,Medium,Tier-1,UrbanChoice,6,5,4,7,6,3,7
R065,45,Male,Medium,Tier-1,FreshHub,4,7,5,7,7,7,5
R066,49,Female,High,Tier-1,ShopEase,6,5,5,6,6,5,6
R066,49,Female,High,Tier-1,ValueMart,3,1,6,3,4,4,2
R066,49,Female,High,Tier-1,TrendNest,6,5,6,5,4,4,7
R066,49,Female,High,Tier-1,PrimeCart,4,6,7,5,5,7,6
R066,49,Female,High,Tier-1,UrbanChoice,3,6,4,5,4,5,3
R066,49,Female,High,Tier-1,FreshHub,6,7,7,5,6,7,5
R067,37,Female,Medium,Tier-2,ShopEase,5,3,7,5,5,4,3
R067,37,Female,Medium,Tier-2,ValueMart,3,4,6,4,6,6,6
R067,37,Female,Medium,Tier-2,TrendNest,6,5,6,7,6,5,5
R067,37,Female,Medium,Tier-2,PrimeCart,3,7,7,7,4,6,5
R067,37,Female,Medium,Tier-2,UrbanChoice,3,5,5,5,5,5,4
R067,37,Female,Medium,Tier-2,FreshHub,4,7,6,6,7,7,7
R068,46,Female,Medium,Tier-1,ShopEase,5,5,7,4,4,6,5
R068,46,Female,Medium,Tier-1,ValueMart,7,3,7,1,4,4,4
R068,46,Female,Medium,Tier-1,TrendNest,7,6,4,5,4,5,5
R068,46,Female,Medium,Tier-1,PrimeCart,5,7,5,5,7,7,4
R068,46,Female,Medium,Tier-1,UrbanChoice,2,4,7,5,4,4,5
R068,46,Female,Medium,Tier-1,FreshHub,4,6,6,6,6,6,5
R069,41,Male,Medium,Tier-2,ShopEase,5,2,7,5,4,3,4
R069,41,Male,Medium,Tier-2,ValueMart,7,3,6,4,6,6,6
R069,41,Male,Medium,Tier-2,TrendNest,6,5,6,6,4,4,5
R069,41,Male,Medium,Tier-2,PrimeCart,5,7,7,7,7,7,5
R069,41,Male,Medium,Tier-2,UrbanChoice,4,6,4,7,6,7,6
R069,41,Male,Medium,Tier-2,FreshHub,4,5,3,6,6,7,6
R070,33,Female,Medium,Tier-3,ShopEase,6,7,5,4,6,7,6
R070,33,Female,Medium,Tier-3,ValueMart,6,6,7,2,5,6,5
R070,33,Female,Medium,Tier-3,TrendNest,5,4,5,5,4,3,6
R070,33,Female,Medium,Tier-3,PrimeCart,4,4,6,6,6,5,7
R070,33,Female,Medium,Tier-3,UrbanChoice,4,5,6,4,6,6,4
R070,33,Female,Medium,Tier-3,FreshHub,3,4,3,5,3,5,3
R071,41,Male,High,Tier-3,ShopEase,6,4,7,4,6,5,5
R071,41,Male,High,Tier-3,ValueMart,4,6,6,1,3,5,3
R071,41,Male,High,Tier-3,TrendNest,5,5,6,7,5,4,5
R071,41,Male,High,Tier-3,PrimeCart,1,6,5,6,7,7,4
R071,41,Male,High,Tier-3,UrbanChoice,4,6,7,7,7,6,5
R071,41,Male,High,Tier-3,FreshHub,4,5,3,5,6,6,5
R072,50,Male,Medium,Tier-2,ShopEase,7,4,7,5,4,4,5
R072,50,Male,Medium,Tier-2,ValueMart,5,3,4,3,1,2,2
R072,50,Male,Medium,Tier-2,TrendNest,4,5,5,5,4,5,5
R072,50,Male,Medium,Tier-2,PrimeCart,6,7,5,7,7,7,5
R072,50,Male,Medium,Tier-2,UrbanChoice,2,4,7,5,5,5,6
R072,50,Male,Medium,Tier-2,FreshHub,3,7,3,7,7,7,7
R073,38,Male,High,Tier-1,ShopEase,5,6,5,4,3,7,4
R073,38,Male,High,Tier-1,ValueMart,4,3,7,2,4,3,2
R073,38,Male,High,Tier-1,TrendNest,7,7,6,6,6,6,7
R073,38,Male,High,Tier-1,PrimeCart,5,6,6,5,7,5,5
R073,38,Male,High,Tier-1,UrbanChoice,4,4,6,3,2,4,4
R073,38,Male,High,Tier-1,FreshHub,4,7,5,4,4,6,6
R074,51,Female,Low,Tier-2,ShopEase,4,4,5,5,6,5,5
R074,51,Female,Low,Tier-2,ValueMart,7,6,5,2,5,4,6
R074,51,Female,Low,Tier-2,TrendNest,4,2,4,7,4,3,5
R074,51,Female,Low,Tier-2,PrimeCart,6,5,5,7,5,4,6
R074,51,Female,Low,Tier-2,UrbanChoice,4,5,4,4,4,4,4
R074,51,Female,Low,Tier-2,FreshHub,4,5,3,4,6,5,5
R075,18,Female,Low,Tier-2,ShopEase,6,6,6,3,5,5,5
R075,18,Female,Low,Tier-2,ValueMart,7,6,7,4,6,5,6
R075,18,Female,Low,Tier-2,TrendNest,5,7,5,7,5,6,7
R075,18,Female,Low,Tier-2,PrimeCart,4,6,6,4,7,7,5
R075,18,Female,Low,Tier-2,UrbanChoice,5,5,7,6,5,5,6
R075,18,Female,Low,Tier-2,FreshHub,5,7,6,4,7,7,6
R076,45,Female,Low,Tier-2,ShopEase,4,5,7,4,7,6,4
R076,45,Female,Low,Tier-2,ValueMart,7,5,6,3,3,4,5
R076,45,Female,Low,Tier-2,TrendNest,5,3,4,7,6,5,5
R076,45,Female,Low,Tier-2,PrimeCart,6,7,7,4,3,6,6
R076,45,Female,Low,Tier-2,UrbanChoice,5,7,4,5,5,4,4
R076,45,Female,Low,Tier-2,FreshHub,7,7,6,6,7,7,7
R077,39,Male,Medium,Tier-1,ShopEase,7,3,7,5,4,4,6
R077,39,Male,Medium,Tier-1,ValueMart,7,4,7,3,4,5,7
R077,39,Male,Medium,Tier-1,TrendNest,6,7,7,7,7,7,6
R077,39,Male,Medium,Tier-1,PrimeCart,4,7,6,6,6,7,6
R077,39,Male,Medium,Tier-1,UrbanChoice,5,2,4,6,4,4,6
R077,39,Male,Medium,Tier-1,FreshHub,4,6,5,4,5,4,5
R078,36,Female,Medium,Tier-3,ShopEase,4,6,2,4,7,5,5
R078,36,Female,Medium,Tier-3,ValueMart,6,4,7,2,5,5,3
R078,36,Female,Medium,Tier-3,TrendNest,5,6,4,7,7,5,6
R078,36,Female,Medium,Tier-3,PrimeCart,2,5,5,6,4,6,4
R078,36,Female,Medium,Tier-3,UrbanChoice,7,6,7,6,5,6,5
R078,36,Female,Medium,Tier-3,FreshHub,4,7,4,5,6,7,5
R079,39,Male,High,Tier-2,ShopEase,5,5,7,2,4,6,6
R079,39,Male,High,Tier-2,ValueMart,5,4,3,3,4,4,5
R079,39,Male,High,Tier-2,TrendNest,4,5,4,7,4,4,6
R079,39,Male,High,Tier-2,PrimeCart,3,7,5,6,7,7,7
R079,39,Male,High,Tier-2,UrbanChoice,6,7,4,5,7,6,5
R079,39,Male,High,Tier-2,FreshHub,4,7,6,4,5,7,4
R080,22,Female,Medium,Tier-1,ShopEase,7,6,7,7,7,6,7
R080,22,Female,Medium,Tier-1,ValueMart,6,3,7,3,3,6,4
R080,22,Female,Medium,Tier-1,TrendNest,4,5,5,7,5,6,6
R080,22,Female,Medium,Tier-1,PrimeCart,5,5,6,6,6,7,6
R080,22,Female,Medium,Tier-1,UrbanChoice,6,6,5,7,6,5,6
R080,22,Female,Medium,Tier-1,FreshHub,4,6,4,7,5,7,7
R081,36,Male,High,Tier-1,ShopEase,5,5,7,6,6,7,7
R081,36,Male,High,Tier-1,ValueMart,6,2,5,4,2,3,5
R081,36,Male,High,Tier-1,TrendNest,7,5,6,7,6,6,7
R081,36,Male,High,Tier-1,PrimeCart,3,7,4,6,6,6,7
R081,36,Male,High,Tier-1,UrbanChoice,5,5,6,5,7,5,4
R081,36,Male,High,Tier-1,FreshHub,7,7,4,4,7,7,7
R082,41,Male,Low,Tier-2,ShopEase,5,5,5,5,6,6,5
R082,41,Male,Low,Tier-2,ValueMart,7,5,7,5,6,6,7
R082,41,Male,Low,Tier-2,TrendNest,4,4,4,6,5,5,4
R082,41,Male,Low,Tier-2,PrimeCart,2,7,7,6,7,7,6
R082,41,Male,Low,Tier-2,UrbanChoice,6,6,6,5,6,5,4
R082,41,Male,Low,Tier-2,FreshHub,7,7,5,4,7,6,7
R083,50,Male,High,Tier-3,ShopEase,6,5,7,5,4,6,5
R083,50,Male,High,Tier-3,ValueMart,6,3,4,4,4,4,4
R083,50,Male,High,Tier-3,TrendNest,4,7,5,7,5,6,7
R083,50,Male,High,Tier-3,PrimeCart,5,6,4,5,5,5,5
R083,50,Male,High,Tier-3,UrbanChoice,5,7,4,2,5,5,4
R083,50,Male,High,Tier-3,FreshHub,5,7,3,3,5,7,5
R084,34,Male,Medium,Tier-2,ShopEase,5,5,5,3,4,4,3
R084,34,Male,Medium,Tier-2,ValueMart,7,5,3,6,7,6,7
R084,34,Male,Medium,Tier-2,TrendNest,3,6,6,7,7,6,5
R084,34,Male,Medium,Tier-2,PrimeCart,5,7,5,3,7,7,6
R084,34,Male,Medium,Tier-2,UrbanChoice,5,5,7,6,6,6,7
R084,34,Male,Medium,Tier-2,FreshHub,6,6,6,7,6,6,7
R085,32,Female,Medium,Tier-3,ShopEase,6,4,7,4,5,4,7
R085,32,Female,Medium,Tier-3,ValueMart,5,1,7,3,5,3,4
R085,32,Female,Medium,Tier-3,TrendNest,5,4,5,6,5,5,4
R085,32,Female,Medium,Tier-3,PrimeCart,6,7,6,5,5,7,5
R085,32,Female,Medium,Tier-3,UrbanChoice,7,5,4,6,6,7,5
R085,32,Female,Medium,Tier-3,FreshHub,4,7,4,4,4,6,5
R086,34,Female,High,Tier-1,ShopEase,4,3,5,4,4,3,3
R086,34,Female,High,Tier-1,ValueMart,6,3,7,4,4,3,5
R086,34,Female,High,Tier-1,TrendNest,2,7,4,7,6,6,4
R086,34,Female,High,Tier-1,PrimeCart,7,7,7,6,5,6,6
R086,34,Female,High,Tier-1,UrbanChoice,3,6,5,5,5,6,4
R086,34,Female,High,Tier-1,FreshHub,4,6,5,4,5,6,4
R087,45,Male,Medium,Tier-2,ShopEase,3,5,5,5,3,3,3
R087,45,Male,Medium,Tier-2,ValueMart,7,4,6,2,4,4,5
R087,45,Male,Medium,Tier-2,TrendNest,4,5,4,6,5,4,5
R087,45,Male,Medium,Tier-2,PrimeCart,2,5,4,7,6,6,6
R087,45,Male,Medium,Tier-2,UrbanChoice,5,5,6,7,5,7,7
R087,45,Male,Medium,Tier-2,FreshHub,4,6,4,6,4,5,4
R088,41,Female,Medium,Tier-2,ShopEase,5,5,7,4,5,5,3
R088,41,Female,Medium,Tier-2,ValueMart,7,4,7,4,5,5,6
R088,41,Female,Medium,Tier-2,TrendNest,4,4,6,7,5,4,4
R088,41,Female,Medium,Tier-2,PrimeCart,1,4,3,5,5,6,5
R088,41,Female,Medium,Tier-2,UrbanChoice,5,7,7,7,6,5,5
R088,41,Female,Medium,Tier-2,FreshHub,4,7,5,6,6,6,6
R089,34,Male,Low,Tier-1,ShopEase,6,7,4,6,6,7,7
R089,34,Male,Low,Tier-1,ValueMart,4,3,6,3,2,4,5
R089,34,Male,Low,Tier-1,TrendNest,4,5,4,7,6,6,5
R089,34,Male,Low,Tier-1,PrimeCart,4,5,6,7,6,6,6
R089,34,Male,Low,Tier-1,UrbanChoice,6,5,5,7,7,5,5
R089,34,Male,Low,Tier-1,FreshHub,4,7,6,5,6,6,6
R090,42,Female,Low,Tier-1,ShopEase,5,5,4,5,5,7,4
R090,42,Female,Low,Tier-1,ValueMart,7,3,4,4,6,6,5
R090,42,Female,Low,Tier-1,TrendNest,3,4,4,4,4,5,5
R090,42,Female,Low,Tier-1,PrimeCart,4,7,4,7,7,7,7
R090,42,Female,Low,Tier-1,UrbanChoice,6,6,7,5,6,7,4
R090,42,Female,Low,Tier-1,FreshHub,2,5,4,7,6,5,7
R091,39,Female,High,Tier-3,ShopEase,6,5,7,5,7,5,5
R091,39,Female,High,Tier-3,ValueMart,7,4,6,4,3,5,6
R091,39,Female,High,Tier-3,TrendNest,2,5,4,5,5,5,4
R091,39,Female,High,Tier-3,PrimeCart,5,7,6,7,7,7,7
R091,39,Female,High,Tier-3,UrbanChoice,2,5,4,5,4,5,1
R091,39,Female,High,Tier-3,FreshHub,5,6,4,5,3,4,6
R092,46,Female,Medium,Tier-1,ShopEase,5,5,7,5,7,6,6
R092,46,Female,Medium,Tier-1,ValueMart,4,3,4,2,4,3,3
R092,46,Female,Medium,Tier-1,TrendNest,5,6,2,7,6,5,3
R092,46,Female,Medium,Tier-1,PrimeCart,3,4,4,4,4,3,1
R092,46,Female,Medium,Tier-1,UrbanChoice,3,4,4,6,4,4,4
R092,46,Female,Medium,Tier-1,FreshHub,3,6,4,5,5,6,7
R093,32,Male,Medium,Tier-2,ShopEase,5,4,5,4,5,6,6
R093,32,Male,Medium,Tier-2,ValueMart,6,5,7,5,4,6,6
R093,32,Male,Medium,Tier-2,TrendNest,6,3,4,6,4,4,4
R093,32,Male,Medium,Tier-2,PrimeCart,5,7,4,6,7,7,7
R093,32,Male,Medium,Tier-2,UrbanChoice,5,4,4,5,7,6,7
R093,32,Male,Medium,Tier-2,FreshHub,4,5,4,4,4,4,4
R094,35,Female,Medium,Tier-1,ShopEase,6,6,7,6,5,4,6
R094,35,Female,Medium,Tier-1,ValueMart,5,6,6,4,6,5,5
R094,35,Female,Medium,Tier-1,TrendNest,6,4,3,7,5,5,7
R094,35,Female,Medium,Tier-1,PrimeCart,4,6,7,6,4,5,6
R094,35,Female,Medium,Tier-1,UrbanChoice,4,6,7,6,6,7,4
R094,35,Female,Medium,Tier-1,FreshHub,5,6,3,3,3,3,3
R095,35,Female,Low,Tier-1,ShopEase,4,2,5,2,4,4,3
R095,35,Female,Low,Tier-1,ValueMart,5,4,7,4,4,4,7
R095,35,Female,Low,Tier-1,TrendNest,3,6,5,6,7,6,5
R095,35,Female,Low,Tier-1,PrimeCart,4,7,7,7,6,7,7
R095,35,Female,Low,Tier-1,UrbanChoice,4,1,4,5,3,4,3
R095,35,Female,Low,Tier-1,FreshHub,3,7,6,3,6,6,4
R096,26,Male,Low,Tier-1,ShopEase,5,4,5,2,4,4,4
R096,26,Male,Low,Tier-1,ValueMart,7,5,6,3,6,7,5
R096,26,Male,Low,Tier-1,TrendNest,3,7,6,7,6,6,6
R096,26,Male,Low,Tier-1,PrimeCart,5,7,4,6,5,7,6
R096,26,Male,Low,Tier-1,UrbanChoice,7,7,6,7,7,7,7
R096,26,Male,Low,Tier-1,FreshHub,4,4,5,5,4,4,3
R097,40,Male,Medium,Tier-3,ShopEase,7,7,5,5,6,7,7
R097,40,Male,Medium,Tier-3,ValueMart,7,4,7,2,3,5,7
R097,40,Male,Medium,Tier-3,TrendNest,6,2,4,7,3,4,6
R097,40,Male,Medium,Tier-3,PrimeCart,4,6,4,4,7,7,7
R097,40,Male,Medium,Tier-3,UrbanChoice,7,7,5,6,7,7,7
R097,40,Male,Medium,Tier-3,FreshHub,3,6,2,6,5,5,5
R098,40,Female,Medium,Tier-3,ShopEase,5,7,7,5,5,5,4
R098,40,Female,Medium,Tier-3,ValueMart,6,3,5,4,4,4,5
R098,40,Female,Medium,Tier-3,TrendNest,5,5,5,5,4,4,4
R098,40,Female,Medium,Tier-3,PrimeCart,5,6,6,7,6,5,4
R098,40,Female,Medium,Tier-3,UrbanChoice,6,6,6,5,5,5,6
R098,40,Female,Medium,Tier-3,FreshHub,5,6,4,5,5,6,5
R099,38,Female,Low,Tier-3,ShopEase,5,5,5,2,5,4,4
R099,38,Female,Low,Tier-3,ValueMart,7,3,5,3,5,4,4
R099,38,Female,Low,Tier-3,TrendNest,5,5,5,6,5,6,7
R099,38,Female,Low,Tier-3,PrimeCart,4,7,7,7,7,7,5
R099,38,Female,Low,Tier-3,UrbanChoice,7,5,6,6,5,5,5
R099,38,Female,Low,Tier-3,FreshHub,7,7,3,6,6,7,7
R100,36,Female,Medium,Tier-2,ShopEase,3,2,4,5,4,3,3
R100,36,Female,Medium,Tier-2,ValueMart,5,5,5,2,4,5,3
R100,36,Female,Medium,Tier-2,TrendNest,3,3,5,7,3,3,5
R100,36,Female,Medium,Tier-2,PrimeCart,3,6,6,5,6,7,6
R100,36,Female,Medium,Tier-2,UrbanChoice,5,7,4,6,7,7,7
R100,36,Female,Medium,Tier-2,FreshHub,6,6,3,5,6,6,6
R101,27,Female,Low,Tier-1,ShopEase,6,5,6,3,5,6,5
R101,27,Female,Low,Tier-1,ValueMart,5,4,7,7,5,6,6
R101,27,Female,Low,Tier-1,TrendNest,5,7,6,7,5,4,7
R101,27,Female,Low,Tier-1,PrimeCart,5,6,5,6,5,3,7
R101,27,Female,Low,Tier-1,UrbanChoice,7,6,6,5,6,6,7
R101,27,Female,Low,Tier-1,FreshHub,5,7,6,7,6,6,6
R102,35,Female,Medium,Tier-2,ShopEase,3,1,4,5,5,4,5
R102,35,Female,Medium,Tier-2,ValueMart,5,4,5,4,4,5,3
R102,35,Female,Medium,Tier-2,TrendNest,6,4,7,6,7,5,3
R102,35,Female,Medium,Tier-2,PrimeCart,5,7,5,6,6,6,5
R102,35,Female,Medium,Tier-2,UrbanChoice,4,6,6,6,6,7,6
R102,35,Female,Medium,Tier-2,FreshHub,1,5,2,4,2,5,3
R103,35,Male,Medium,Tier-2,ShopEase,5,7,6,3,5,5,5
R103,35,Male,Medium,Tier-2,ValueMart,7,6,7,5,7,5,6
R103,35,Male,Medium,Tier-2,TrendNest,7,7,6,7,6,7,7
R103,35,Male,Medium,Tier-2,PrimeCart,4,6,2,7,6,7,6
R103,35,Male,Medium,Tier-2,UrbanChoice,3,6,5,6,5,6,4
R103,35,Male,Medium,Tier-2,FreshHub,7,7,6,7,4,6,7
R104,32,Male,Medium,Tier-3,ShopEase,7,6,6,4,6,7,6
R104,32,Male,Medium,Tier-3,ValueMart,7,4,6,4,6,5,7
R104,32,Male,Medium,Tier-3,TrendNest,6,6,6,5,4,5,5
R104,32,Male,Medium,Tier-3,PrimeCart,4,7,6,7,6,5,6
R104,32,Male,Medium,Tier-3,UrbanChoice,5,5,5,6,5,4,6
R104,32,Male,Medium,Tier-3,FreshHub,5,7,5,4,4,7,7
R105,37,Male,Medium,Tier-1,ShopEase,5,4,4,6,5,5,5
R105,37,Male,Medium,Tier-1,ValueMart,5,1,5,3,3,4,4
R105,37,Male,Medium,Tier-1,TrendNest,6,6,4,5,5,5,5
R105,37,Male,Medium,Tier-1,PrimeCart,2,7,5,6,7,7,5
R105,37,Male,Medium,Tier-1,UrbanChoice,7,7,7,7,6,7,7
R105,37,Male,Medium,Tier-1,FreshHub,4,5,3,3,5,5,3
R106,41,Female,Medium,Tier-2,ShopEase,4,3,7,4,3,4,4
R106,41,Female,Medium,Tier-2,ValueMart,7,5,5,4,5,6,5
R106,41,Female,Medium,Tier-2,TrendNest,3,4,4,7,7,6,5
R106,41,Female,Medium,Tier-2,PrimeCart,4,7,6,4,5,7,6
R106,41,Female,Medium,Tier-2,UrbanChoice,5,6,5,7,7,5,6
R106,41,Female,Medium,Tier-2,FreshHub,5,6,4,6,5,7,5
R107,53,Male,Low,Tier-1,ShopEase,7,4,6,3,3,4,5
R107,53,Male,Low,Tier-1,ValueMart,6,4,5,2,4,5,6
R107,53,Male,Low,Tier-1,TrendNest,6,6,4,7,6,6,7
R107,53,Male,Low,Tier-1,PrimeCart,3,6,6,5,7,7,5
R107,53,Male,Low,Tier-1,UrbanChoice,6,6,5,6,5,5,7
R107,53,Male,Low,Tier-1,FreshHub,3,5,6,7,4,3,6
R108,39,Female,Low,Tier-1,ShopEase,7,4,5,4,4,6,6
R108,39,Female,Low,Tier-1,ValueMart,6,3,7,4,1,2,4
R108,39,Female,Low,Tier-1,TrendNest,4,7,6,5,4,7,4
R108,39,Female,Low,Tier-1,PrimeCart,4,7,7,7,6,7,5
R108,39,Female,Low,Tier-1,UrbanChoice,6,6,7,5,7,6,5
R108,39,Female,Low,Tier-1,FreshHub,4,4,5,5,4,4,6
R109,40,Female,Medium,Tier-2,ShopEase,7,4,7,5,3,4,5
R109,40,Female,Medium,Tier-2,ValueMart,5,3,5,3,6,5,6
R109,40,Female,Medium,Tier-2,TrendNest,4,7,5,7,7,6,4
R109,40,Female,Medium,Tier-2,PrimeCart,2,7,7,7,6,6,7
R109,40,Female,Medium,Tier-2,UrbanChoice,3,5,7,6,3,4,4
R109,40,Female,Medium,Tier-2,FreshHub,5,6,4,7,7,7,5
R110,37,Female,Medium,Tier-2,ShopEase,6,5,7,5,7,5,4
R110,37,Female,Medium,Tier-2,ValueMart,6,5,6,3,5,4,5
R110,37,Female,Medium,Tier-2,TrendNest,4,6,2,7,4,4,6
R110,37,Female,Medium,Tier-2,PrimeCart,1,3,4,4,3,3,3
R110,37,Female,Medium,Tier-2,UrbanChoice,6,5,7,6,4,3,5
R110,37,Female,Medium,Tier-2,FreshHub,3,3,4,5,3,3,3
R111,23,Male,Medium,Tier-1,ShopEase,4,6,7,3,7,6,5
R111,23,Male,Medium,Tier-1,ValueMart,7,6,6,6,6,6,7
R111,23,Male,Medium,Tier-1,TrendNest,4,6,7,7,7,7,7
R111,23,Male,Medium,Tier-1,PrimeCart,4,7,6,7,6,7,6
R111,23,Male,Medium,Tier-1,UrbanChoice,3,3,7,5,4,3,4
R111,23,Male,Medium,Tier-1,FreshHub,5,7,3,5,6,7,4
R112,38,Female,Medium,Tier-1,ShopEase,5,4,5,5,6,6,7
R112,38,Female,Medium,Tier-1,ValueMart,7,3,4,4,4,4,7
R112,38,Female,Medium,Tier-1,TrendNest,5,4,6,6,5,4,6
R112,38,Female,Medium,Tier-1,PrimeCart,3,6,5,6,7,6,4
R112,38,Female,Medium,Tier-1,UrbanChoice,6,7,7,6,7,7,7
R112,38,Female,Medium,Tier-1,FreshHub,5,7,3,6,7,7,6
R113,38,Male,Medium,Tier-2,ShopEase,7,6,6,5,7,6,5
R113,38,Male,Medium,Tier-2,ValueMart,5,4,6,3,4,3,4
R113,38,Male,Medium,Tier-2,TrendNest,5,4,4,6,7,3,5
R113,38,Male,Medium,Tier-2,PrimeCart,5,5,4,7,6,5,7
R113,38,Male,Medium,Tier-2,UrbanChoice,6,3,3,4,3,3,5
R113,38,Male,Medium,Tier-2,FreshHub,5,4,5,4,7,6,7
R114,58,Female,High,Tier-3,ShopEase,6,4,4,1,6,5,5
R114,58,Female,High,Tier-3,ValueMart,6,3,6,3,5,6,5
R114,58,Female,High,Tier-3,TrendNest,5,6,4,7,7,7,4
R114,58,Female,High,Tier-3,PrimeCart,2,7,5,4,7,7,4
R114,58,Female,High,Tier-3,UrbanChoice,5,7,7,7,7,7,7
R114,58,Female,High,Tier-3,FreshHub,6,7,5,4,5,6,5
R115,36,Male,Medium,Tier-3,ShopEase,7,5,5,3,5,5,4
R115,36,Male,Medium,Tier-3,ValueMart,5,4,5,4,4,3,2
R115,36,Male,Medium,Tier-3,TrendNest,4,6,5,5,7,3,4
R115,36,Male,Medium,Tier-3,PrimeCart,5,5,5,5,5,5,5
R115,36,Male,Medium,Tier-3,UrbanChoice,5,6,5,5,7,7,7
R115,36,Male,Medium,Tier-3,FreshHub,3,5,3,6,5,6,5
R116,40,Male,Low,Tier-3,ShopEase,7,6,7,7,6,7,7
R116,40,Male,Low,Tier-3,ValueMart,6,2,6,3,3,4,5
R116,40,Male,Low,Tier-3,TrendNest,5,7,5,7,5,6,6
R116,40,Male,Low,Tier-3,PrimeCart,6,7,6,6,6,7,7
R116,40,Male,Low,Tier-3,UrbanChoice,7,4,6,3,5,4,5
R116,40,Male,Low,Tier-3,FreshHub,4,5,5,4,4,4,5
R117,38,Female,Medium,Tier-3,ShopEase,7,4,7,5,5,5,3
R117,38,Female,Medium,Tier-3,ValueMart,6,5,4,4,3,5,6
R117,38,Female,Medium,Tier-3,TrendNest,5,6,5,5,6,5,5
R117,38,Female,Medium,Tier-3,PrimeCart,4,6,5,7,5,5,5
R117,38,Female,Medium,Tier-3,UrbanChoice,7,5,7,7,7,6,7
R117,38,Female,Medium,Tier-3,FreshHub,5,7,2,5,6,7,5
R118,29,Male,Low,Tier-1,ShopEase,7,5,5,7,7,6,7
R118,29,Male,Low,Tier-1,ValueMart,4,4,5,3,1,4,4
R118,29,Male,Low,Tier-1,TrendNest,6,7,4,7,7,5,7
R118,29,Male,Low,Tier-1,PrimeCart,4,6,6,5,5,4,7
R118,29,Male,Low,Tier-1,UrbanChoice,5,7,7,6,6,6,5
R118,29,Male,Low,Tier-1,FreshHub,4,6,5,6,4,6,5
R119,47,Male,Low,Tier-2,ShopEase,7,5,5,5,7,6,3
R119,47,Male,Low,Tier-2,ValueMart,7,5,6,4,4,5,6
R119,47,Male,Low,Tier-2,TrendNest,5,3,4,5,3,2,4
R119,47,Male,Low,Tier-2,PrimeCart,5,6,5,5,5,5,5
R119,47,Male,Low,Tier-2,UrbanChoice,3,6,6,6,5,7,5
R119,47,Male,Low,Tier-2,FreshHub,3,7,7,5,7,6,5
R120,44,Female,High,Tier-2,ShopEase,5,6,7,5,4,5,6
R120,44,Female,High,Tier-2,ValueMart,5,3,4,3,4,5,4
R120,44,Female,High,Tier-2,TrendNest,7,7,6,7,7,7,6
R120,44,Female,High,Tier-2,PrimeCart,3,6,4,5,6,7,4
R120,44,Female,High,Tier-2,UrbanChoice,4,7,4,6,5,6,5
R120,44,Female,High,Tier-2,FreshHub,6,5,6,4,4,4,3
R121,44,Female,Low,Tier-1,ShopEase,4,4,5,3,2,3,4
R121,44,Female,Low,Tier-1,ValueMart,7,5,7,7,5,5,7
R121,44,Female,Low,Tier-1,TrendNest,7,6,5,7,6,7,6
R121,44,Female,Low,Tier-1,PrimeCart,2,6,6,3,6,5,3
R121,44,Female,Low,Tier-1,UrbanChoice,6,7,7,6,6,7,7
R121,44,Female,Low,Tier-1,FreshHub,5,5,4,5,4,5,5
R122,31,Female,Medium,Tier-3,ShopEase,6,6,7,6,7,7,6
R122,31,Female,Medium,Tier-3,ValueMart,6,4,6,3,3,5,5
R122,31,Female,Medium,Tier-3,TrendNest,4,5,6,6,4,5,5
R122,31,Female,Medium,Tier-3,PrimeCart,4,7,6,5,7,5,4
R122,31,Female,Medium,Tier-3,UrbanChoice,5,7,7,7,5,6,6
R122,31,Female,Medium,Tier-3,FreshHub,7,5,4,4,6,6,6
