Transaction_ID,Customer_ID,Customer_Segment,Product_Category,Product_Name,Quantity,Unit_Price,Purchase_Date,,,
T593,C084,regular,Grocery,Lentils,5,964,01-03-2023,,,
T594,C442,regular,Grocery,Rice,8,419,05-05-2023,,,
T594,C442,regular,Grocery,Cooking Oil,2,268,03-04-2023,,,
T594,C442,regular,Grocery,Spices Pack,5,1266,05-12-2023,,,
T595,C151,regular,Grocery,Breakfast Cereal,9,1708,26-03-2023,,,
T595,C151,regular,Grocery,Cooking Oil,2,1654,01-03-2023,,,
T596,C009,regular,Electronics,Mobile Phone,2,15150,05-11-2023,,,
T596,C009,regular,Electronics,Charger,1,46807,04-06-2023,,,
T596,C009,regular,Electronics,Earphones,1,3656,17-11-2023,,,
T597,C248,regular,FMCG,Soap,9,430,14-05-2023,,,
T597,C248,regular,FMCG,Shampoo,10,460,19-01-2023,,,
T597,C248,regular,Beauty,Nail Polish,1,1066,17-12-2023,,,
T598,C469,regular,Fashion,Handbag,4,924,02-08-2023,,,
T598,C469,regular,Fashion,Jeans,4,3783,08-08-2023,,,
T599,C021,regular,Beauty,Skincare Set,4,1917,03-09-2023,,,
T599,C021,regular,Beauty,Face Cream,3,770,08-12-2023,,,
T599,C021,regular,Beauty,Face Wash,1,833,27-12-2023,,,
T600,C256,regular,Fashion,Dress,3,313,23-03-2023,,,
T600,C256,regular,Fashion,T-shirt,2,842,14-04-2023,,,
T601,C127,regular,Grocery,Spices Pack,5,476,25-11-2023,,,
T602,C017,premium,Home_Goods,Cookware Set,2,273,12-11-2023,,,
T602,C017,premium,Home_Goods,Dinner Set,1,3612,25-12-2023,,,
T602,C017,premium,Fashion,Shirt,4,2879,27-01-2023,,,
T603,C302,regular,Grocery,Breakfast Cereal,2,704,14-01-2023,,,
T604,C109,regular,Fashion,Jacket,3,4475,06-10-2023,,,
T605,C152,regular,FMCG,Chips,3,491,14-09-2023,,,
T605,C152,regular,FMCG,Cola,8,168,01-08-2023,,,
T605,C152,regular,Beauty,Face Wash,3,1770,05-02-2023,,,
T605,C152,regular,Beauty,Body Lotion,4,1804,26-10-2023,,,
T606,C124,regular,Fashion,Shirt,4,1233,15-01-2023,,,
T606,C124,regular,Fashion,Belt,4,3414,08-12-2023,,,
T607,C221,regular,FMCG,Chips,4,77,09-09-2023,,,
T608,C205,regular,FMCG,Chips,2,489,01-08-2023,,,
T608,C205,regular,FMCG,Cola,4,109,09-10-2023,,,
T608,C205,regular,Grocery,Rice,6,1434,18-05-2023,,,
T609,C452,regular,Grocery,Tea,4,1665,07-10-2023,,,
T609,C452,regular,FMCG,Biscuits,8,385,13-05-2023,,,
T609,C452,regular,Beauty,Perfume,4,1814,24-07-2023,,,
T609,C452,regular,Fashion,Scarf,2,867,28-10-2023,,,
T610,C163,regular,FMCG,Soap,2,128,19-07-2023,,,
T610,C163,regular,FMCG,Shampoo,4,281,27-11-2023,,,
T610,C163,regular,Beauty,Hair Serum,3,264,01-12-2023,,,
T611,C017,premium,Fashion,Shirt,1,1008,27-12-2023,,,
T611,C017,premium,Fashion,Trouser,1,619,04-05-2023,,,
T611,C017,premium,Beauty,Skincare Set,4,956,07-12-2023,,,
T612,C122,regular,Home_Goods,Pillow,1,2784,13-01-2023,,,
T612,C122,regular,Home_Goods,Curtains,3,4490,16-09-2023,,,
T613,C309,regular,FMCG,Chips,6,128,12-05-2023,,,
T614,C007,regular,Electronics,Mobile Phone,1,24495,10-11-2023,,,
T614,C007,regular,Electronics,Charger,1,20947,02-09-2023,,,
T614,C007,regular,Electronics,Earphones,1,13966,08-04-2023,,,
T615,C095,premium,Electronics,Laptop,2,8482,28-11-2023,,,
T615,C095,premium,Electronics,Mouse,1,9983,07-11-2023,,,
T616,C284,regular,Electronics,Tablet,1,5871,28-11-2023,,,
T616,C284,regular,Electronics,Smartwatch,1,15192,18-05-2023,,,
T616,C284,regular,Electronics,Power Bank,2,44992,16-11-2023,,,
T617,C411,regular,Home_Goods,Cookware Set,4,496,12-12-2023,,,
T617,C411,regular,Home_Goods,Dinner Set,3,711,20-09-2023,,,
T617,C411,regular,Beauty,Hair Serum,2,1613,17-03-2023,,,
T617,C411,regular,Electronics,Bluetooth Speaker,1,8545,07-03-2023,,,
T618,C155,regular,FMCG,Chips,7,370,07-08-2023,,,
T618,C155,regular,FMCG,Cola,9,137,15-12-2023,,,
T618,C155,regular,Grocery,Rice,8,1896,12-12-2023,,,
T618,C155,regular,Fashion,Scarf,4,4539,28-01-2023,,,
T619,C090,regular,Grocery,Spices Pack,3,133,20-01-2023,,,
T619,C090,regular,Grocery,Rice,9,1815,13-04-2023,,,
T620,C038,regular,Electronics,Laptop,1,48658,23-11-2023,,,
T620,C038,regular,Electronics,Mouse,1,18621,13-11-2023,,,
T621,C312,regular,FMCG,Chips,2,133,22-09-2023,,,
T621,C312,regular,FMCG,Cola,6,105,02-08-2023,,,
T622,C160,premium,Electronics,Bluetooth Speaker,1,5345,07-01-2023,,,
T623,C142,regular,FMCG,Chips,8,89,08-06-2023,,,
T623,C142,regular,FMCG,Cola,9,387,09-06-2023,,,
T624,C416,regular,FMCG,Instant Noodles,10,491,08-01-2023,,,
T624,C416,regular,FMCG,Juice,9,341,16-06-2023,,,
T625,C371,regular,Grocery,Tea,3,857,04-04-2023,,,
T626,C239,regular,FMCG,Chips,6,374,07-11-2023,,,
T626,C239,regular,FMCG,Cola,8,453,08-06-2023,,,
T626,C239,regular,Grocery,Cooking Oil,2,1879,27-06-2023,,,
T626,C239,regular,Electronics,Mobile Phone,1,5905,08-12-2023,,,
T627,C069,regular,Electronics,Mobile Phone,1,25895,06-11-2023,,,
T627,C069,regular,Electronics,Charger,1,23949,01-09-2023,,,
T627,C069,regular,Electronics,Earphones,2,21307,17-11-2023,,,
T628,C087,regular,Home_Goods,Dinner Set,3,2553,01-02-2023,,,
T629,C379,premium,Beauty,Face Cream,2,1746,21-03-2023,,,
T629,C379,premium,Beauty,Nail Polish,3,156,21-12-2023,,,
T630,C228,regular,Grocery,Tea,3,246,24-07-2023,,,
T630,C228,regular,FMCG,Biscuits,8,356,03-03-2023,,,
T630,C228,regular,FMCG,Shampoo,9,353,17-06-2023,,,
T631,C228,regular,Fashion,T-shirt,1,4465,02-01-2023,,,
T631,C228,regular,Fashion,Jeans,3,1211,05-03-2023,,,
T631,C228,regular,Fashion,Belt,1,1653,13-04-2023,,,
T632,C199,regular,Home_Goods,Dinner Set,3,6209,03-04-2023,,,
T633,C134,premium,Home_Goods,Cookware Set,4,1534,27-04-2023,,,
T633,C134,premium,Home_Goods,Dinner Set,4,6380,19-08-2023,,,
T634,C401,regular,Home_Goods,Pillow,2,3949,23-05-2023,,,
T635,C424,premium,Home_Goods,Table Lamp,4,3716,21-02-2023,,,
T635,C424,premium,Home_Goods,Bedsheet,2,6593,21-11-2023,,,
T635,C424,premium,Home_Goods,Dinner Set,1,1103,08-01-2023,,,
T636,C470,regular,Grocery,Wheat Flour,6,1998,07-02-2023,,,
T637,C059,regular,Home_Goods,Blanket,1,4641,26-03-2023,,,
T637,C059,regular,Home_Goods,Dinner Set,4,4532,15-02-2023,,,
T637,C059,regular,Home_Goods,Pillow,4,666,04-11-2023,,,
T638,C286,regular,Beauty,Face Cream,4,678,18-06-2023,,,
T639,C138,regular,Electronics,Laptop,1,12105,22-11-2023,,,
T639,C138,regular,Electronics,Mouse,2,6519,24-06-2023,,,
T640,C336,regular,Fashion,Shirt,4,3421,23-04-2023,,,
T640,C336,regular,Fashion,Trouser,4,1681,20-10-2023,,,
T640,C336,regular,FMCG,Biscuits,3,491,04-10-2023,,,
T641,C411,regular,Grocery,Cooking Oil,8,249,19-07-2023,,,
T641,C411,regular,Grocery,Lentils,10,602,06-09-2023,,,
T641,C411,regular,Grocery,Tea,8,1399,22-11-2023,,,
T642,C075,premium,Beauty,Nail Polish,3,471,15-11-2023,,,
T642,C075,premium,Beauty,Compact Powder,1,257,16-02-2023,,,
T643,C028,regular,FMCG,Toothbrush,6,216,10-10-2023,,,
T643,C028,regular,FMCG,Soap,6,73,21-11-2023,,,
T644,C330,regular,Beauty,Skincare Set,3,1511,22-03-2023,,,
T644,C330,regular,Beauty,Face Cream,3,265,15-06-2023,,,
T644,C330,regular,Beauty,Face Wash,2,842,26-03-2023,,,
T645,C090,regular,Fashion,Shirt,3,870,27-05-2023,,,
T645,C090,regular,Fashion,Trouser,4,2370,15-04-2023,,,
T645,C090,regular,Grocery,Tea,2,1399,24-01-2023,,,
T645,C090,regular,Grocery,Cooking Oil,6,1049,04-05-2023,,,
T646,C340,premium,Electronics,Mobile Phone,1,9419,05-12-2023,,,
T646,C340,premium,Electronics,Charger,1,46154,08-12-2023,,,
T646,C340,premium,Electronics,Earphones,1,17420,26-12-2023,,,
T647,C206,regular,Electronics,Mobile Phone,2,23333,02-01-2023,,,
T647,C206,regular,Electronics,Charger,1,6749,10-11-2023,,,
T647,C206,regular,Electronics,Earphones,1,7779,14-11-2023,,,
T648,C304,regular,FMCG,Biscuits,3,262,01-06-2023,,,
T649,C278,premium,Fashion,T-shirt,4,3821,24-06-2023,,,
T649,C278,premium,Fashion,Trouser,4,4534,19-06-2023,,,
T650,C342,regular,Electronics,Laptop,1,3497,03-11-2023,,,
T650,C342,regular,Electronics,Mouse,1,4569,05-12-2023,,,
T651,C392,regular,Electronics,Smartwatch,1,15322,10-03-2023,,,
T652,C359,regular,FMCG,Juice,10,280,13-03-2023,,,
T653,C368,regular,Beauty,Face Wash,3,387,12-11-2023,,,
T654,C154,premium,Grocery,Spices Pack,3,924,25-04-2023,,,
T655,C236,premium,Beauty,Skincare Set,2,1570,06-05-2023,,,
T655,C236,premium,Beauty,Face Cream,3,1201,06-07-2023,,,
T655,C236,premium,Beauty,Face Wash,4,637,03-03-2023,,,
T655,C236,premium,FMCG,Shampoo,9,166,02-07-2023,,,
T656,C191,regular,Fashion,Trouser,1,1648,20-04-2023,,,
T657,C460,regular,Home_Goods,Pillow,4,5178,25-09-2023,,,
T658,C145,regular,Grocery,Tea,5,1433,08-06-2023,,,
T658,C145,regular,FMCG,Biscuits,8,477,05-03-2023,,,
T659,C025,regular,Fashion,T-shirt,1,3880,07-09-2023,,,
T659,C025,regular,Fashion,Jeans,3,4877,23-05-2023,,,
T659,C025,regular,Fashion,Belt,4,3364,09-08-2023,,,
T659,C025,regular,Grocery,Rice,9,344,14-03-2023,,,
T660,C489,premium,Electronics,Mouse,2,21570,25-12-2023,,,
T661,C496,regular,Beauty,Face Cream,2,312,13-12-2023,,,
T661,C496,regular,Beauty,Lipstick,1,1492,01-02-2023,,,
T662,C328,premium,Electronics,Laptop,1,18155,16-12-2023,,,
T662,C328,premium,Electronics,Mouse,2,8227,23-12-2023,,,
T663,C214,premium,Fashion,Scarf,3,4542,13-06-2023,,,
T664,C017,premium,Home_Goods,Cookware Set,3,3241,01-06-2023,,,
T664,C017,premium,Home_Goods,Dinner Set,4,3624,24-04-2023,,,
T665,C066,regular,FMCG,Chips,6,323,13-01-2023,,,
T665,C066,regular,FMCG,Cola,4,318,26-04-2023,,,
T666,C267,regular,Fashion,Shoes,2,896,01-04-2023,,,
T667,C343,regular,Grocery,Cooking Oil,2,1050,27-12-2023,,,
T667,C343,regular,Grocery,Wheat Flour,6,1860,08-06-2023,,,
T667,C343,regular,Grocery,Tea,3,1763,17-10-2023,,,
T668,C097,regular,Fashion,T-shirt,3,4120,02-08-2023,,,
T668,C097,regular,Fashion,Shirt,4,939,08-07-2023,,,
T669,C384,premium,Electronics,Tablet,1,24134,01-12-2023,,,
T670,C480,regular,FMCG,Soap,2,472,02-11-2023,,,
T670,C480,regular,FMCG,Shampoo,9,246,20-10-2023,,,
T670,C480,regular,Grocery,Wheat Flour,6,232,13-01-2023,,,
T671,C440,regular,Grocery,Rice,9,1065,10-02-2023,,,
T671,C440,regular,Grocery,Coffee,9,1835,17-03-2023,,,
T672,C241,regular,FMCG,Chips,9,496,26-05-2023,,,
T672,C241,regular,FMCG,Cola,3,295,10-11-2023,,,
T672,C241,regular,Fashion,T-shirt,3,867,16-04-2023,,,
T673,C286,regular,FMCG,Soap,10,207,04-11-2023,,,
T673,C286,regular,FMCG,Juice,7,226,09-11-2023,,,
T674,C121,premium,Electronics,Earphones,1,5429,10-11-2023,,,
T674,C121,premium,Electronics,Tablet,2,19474,20-11-2023,,,
T675,C117,regular,Grocery,Tea,2,381,16-07-2023,,,
T675,C117,regular,FMCG,Biscuits,9,484,13-08-2023,,,
T676,C057,premium,Beauty,Perfume,1,806,06-01-2023,,,
T677,C189,regular,FMCG,Instant Noodles,10,433,04-03-2023,,,
T677,C189,regular,FMCG,Toothbrush,6,195,22-11-2023,,,
T678,C391,premium,Home_Goods,Bedsheet,2,5300,12-10-2023,,,
T678,C391,premium,Home_Goods,Pillow,2,4024,26-12-2023,,,
T678,C391,premium,Home_Goods,Blanket,3,3437,06-08-2023,,,
T678,C391,premium,Grocery,Coffee,9,255,15-06-2023,,,
T678,C391,premium,Electronics,Mouse,1,37738,09-11-2023,,,
T679,C083,premium,Beauty,Skincare Set,1,191,18-03-2023,,,
T679,C083,premium,Beauty,Face Cream,1,1832,08-06-2023,,,
T679,C083,premium,Beauty,Face Wash,1,448,05-10-2023,,,
T679,C083,premium,Electronics,Charger,1,9618,21-11-2023,,,
T680,C363,regular,Grocery,Spices Pack,9,1698,17-05-2023,,,
T681,C242,regular,Fashion,Jacket,1,1405,04-05-2023,,,
T681,C242,regular,Fashion,Dress,2,1090,19-07-2023,,,
T682,C036,regular,Grocery,Rice,3,1222,25-08-2023,,,
T682,C036,regular,Grocery,Cooking Oil,5,255,17-02-2023,,,
T682,C036,regular,Grocery,Spices Pack,4,849,14-10-2023,,,
T683,C334,premium,Electronics,Laptop,1,23246,08-12-2023,,,
T683,C334,premium,Electronics,Mouse,1,9571,15-12-2023,,,
T684,C295,regular,Grocery,Tea,7,1979,18-10-2023,,,
T684,C295,regular,FMCG,Biscuits,6,482,17-08-2023,,,
T685,C267,regular,Electronics,Mobile Phone,1,17887,12-02-2023,,,
T685,C267,regular,Electronics,Charger,1,6006,06-11-2023,,,
T685,C267,regular,Electronics,Earphones,1,32196,10-02-2023,,,
T686,C144,regular,Fashion,Handbag,2,1403,08-01-2023,,,
T687,C446,regular,Grocery,Breakfast Cereal,8,1813,01-01-2023,,,
T688,C253,regular,FMCG,Soap,7,169,13-03-2023,,,
T688,C253,regular,FMCG,Shampoo,8,376,19-04-2023,,,
T688,C253,regular,Home_Goods,Cookware Set,1,4297,22-06-2023,,,
T688,C253,regular,Electronics,Laptop,1,3545,15-06-2023,,,
T689,C126,regular,Grocery,Coffee,8,596,07-06-2023,,,
T690,C045,premium,Fashion,Shoes,3,364,22-09-2023,,,
T690,C045,premium,Fashion,Jeans,1,1075,04-10-2023,,,
T691,C119,regular,FMCG,Detergent,6,280,25-08-2023,,,
T692,C154,premium,Electronics,Mobile Phone,1,20045,18-12-2023,,,
T693,C212,regular,FMCG,Soap,3,102,01-04-2023,,,
T693,C212,regular,FMCG,Shampoo,3,65,15-04-2023,,,
T693,C212,regular,Grocery,Rice,9,319,17-06-2023,,,
T694,C241,regular,FMCG,Soap,10,60,20-07-2023,,,
T694,C241,regular,FMCG,Shampoo,4,50,27-09-2023,,,
T695,C050,regular,FMCG,Detergent,6,345,10-01-2023,,,
T696,C028,regular,FMCG,Detergent,3,284,19-06-2023,,,
T696,C028,regular,FMCG,Chips,6,437,22-10-2023,,,
T696,C028,regular,FMCG,Shampoo,5,331,14-11-2023,,,
T697,C066,regular,FMCG,Soap,7,256,17-02-2023,,,
T698,C111,regular,FMCG,Cola,4,227,11-03-2023,,,
T699,C423,regular,FMCG,Instant Noodles,10,460,01-12-2023,,,
T700,C437,regular,Grocery,Rice,3,125,06-05-2023,,,
T700,C437,regular,Grocery,Cooking Oil,2,647,06-06-2023,,,
T700,C437,regular,Grocery,Spices Pack,10,747,11-10-2023,,,
T701,C105,regular,FMCG,Soap,6,473,17-11-2023,,,
T701,C105,regular,FMCG,Shampoo,6,98,15-10-2023,,,
T701,C105,regular,Beauty,Body Lotion,2,503,15-07-2023,,,
T701,C105,regular,Electronics,Laptop,2,19692,28-11-2023,,,
T702,C009,regular,FMCG,Biscuits,4,303,28-04-2023,,,
T703,C436,regular,Fashion,Shirt,4,4896,14-02-2023,,,
T703,C436,regular,Fashion,Jacket,1,4899,22-05-2023,,,
T704,C110,regular,Electronics,Laptop,2,17696,11-10-2023,,,
T704,C110,regular,Electronics,Smartwatch,1,22305,21-11-2023,,,
T705,C339,premium,Home_Goods,Cookware Set,1,3194,04-09-2023,,,
T705,C339,premium,Home_Goods,Dinner Set,4,5140,17-06-2023,,,
T706,C023,regular,FMCG,Soap,7,80,10-02-2023,,,
T706,C023,regular,FMCG,Shampoo,9,358,14-03-2023,,,
T707,C092,regular,Grocery,Cooking Oil,2,1235,19-06-2023,,,
T708,C147,regular,FMCG,Soap,3,392,27-07-2023,,,
T708,C147,regular,FMCG,Shampoo,10,482,19-10-2023,,,
T709,C279,regular,FMCG,Chips,5,373,05-05-2023,,,
T709,C279,regular,FMCG,Cola,4,346,19-12-2023,,,
T710,C450,regular,FMCG,Soap,5,499,26-01-2023,,,
T710,C450,regular,FMCG,Shampoo,2,366,03-08-2023,,,
T710,C450,regular,Grocery,Spices Pack,6,1702,11-12-2023,,,
T710,C450,regular,Electronics,Charger,1,13473,25-04-2023,,,
T711,C055,regular,Grocery,Tea,6,636,21-04-2023,,,
T712,C361,premium,Grocery,Cooking Oil,6,1629,11-11-2023,,,
T713,C325,regular,FMCG,Soap,5,454,24-01-2023,,,
T713,C325,regular,FMCG,Shampoo,5,139,07-11-2023,,,
T714,C268,regular,FMCG,Soap,8,365,06-05-2023,,,
T714,C268,regular,FMCG,Shampoo,10,263,12-05-2023,,,
T715,C320,regular,Beauty,Nail Polish,1,1754,04-03-2023,,,
T715,C320,regular,Beauty,Skincare Set,1,865,10-02-2023,,,
T716,C111,regular,Fashion,Shirt,4,1545,22-06-2023,,,
T716,C111,regular,Fashion,Trouser,1,3127,22-11-2023,,,
T716,C111,regular,Home_Goods,Dinner Set,4,4130,12-11-2023,,,
T717,C238,regular,Grocery,Wheat Flour,6,1791,16-11-2023,,,
T717,C238,regular,Grocery,Spices Pack,7,1242,09-01-2023,,,
T718,C314,regular,FMCG,Biscuits,2,362,24-09-2023,,,
T718,C314,regular,FMCG,Shampoo,3,182,28-08-2023,,,
T719,C001,regular,FMCG,Soap,4,168,23-11-2023,,,
T720,C128,premium,Fashion,Trouser,2,3496,27-06-2023,,,
T720,C128,premium,Fashion,Handbag,4,323,15-11-2023,,,
T721,C148,regular,Fashion,Shirt,3,901,05-01-2023,,,
T721,C148,regular,Fashion,Trouser,3,4035,08-03-2023,,,
T721,C148,regular,Electronics,Mobile Phone,1,42359,27-03-2023,,,
T721,C148,regular,Grocery,Coffee,5,1241,20-10-2023,,,
T722,C157,regular,Fashion,Shoes,2,692,18-01-2023,,,
T723,C042,regular,FMCG,Soap,5,78,01-09-2023,,,
T723,C042,regular,FMCG,Shampoo,5,145,07-02-2023,,,
T724,C427,regular,Home_Goods,Cookware Set,2,5106,18-06-2023,,,
T724,C427,regular,Home_Goods,Dinner Set,3,5841,12-01-2023,,,
T725,C203,regular,FMCG,Instant Noodles,4,394,09-03-2023,,,
T725,C203,regular,FMCG,Soap,8,168,02-07-2023,,,
T725,C203,regular,FMCG,Cola,8,450,14-07-2023,,,
T726,C426,regular,FMCG,Soap,10,99,05-12-2023,,,
T726,C426,regular,FMCG,Shampoo,2,484,12-03-2023,,,
T726,C426,regular,Electronics,Smartwatch,2,7336,19-11-2023,,,
T727,C041,premium,Home_Goods,Cookware Set,2,7650,25-05-2023,,,
T727,C041,premium,Home_Goods,Dinner Set,4,5619,17-05-2023,,,
T727,C041,premium,Electronics,Bluetooth Speaker,1,7552,21-12-2023,,,
T728,C202,regular,FMCG,Soap,10,379,10-08-2023,,,
T728,C202,regular,FMCG,Shampoo,6,412,27-11-2023,,,
T728,C202,regular,Beauty,Perfume,1,387,10-02-2023,,,
T729,C297,premium,Electronics,Charger,1,17604,15-11-2023,,,
T730,C319,premium,Home_Goods,Cookware Set,1,6053,01-12-2023,,,
T730,C319,premium,Home_Goods,Dinner Set,3,6532,15-08-2023,,,
T730,C319,premium,Beauty,Lipstick,2,871,16-08-2023,,,
T731,C088,regular,Grocery,Spices Pack,2,892,10-04-2023,,,
T731,C088,regular,Grocery,Salt,10,848,16-09-2023,,,
T731,C088,regular,Grocery,Coffee,5,352,13-01-2023,,,
T732,C233,regular,Grocery,Rice,7,1236,08-02-2023,,,
T733,C399,regular,Home_Goods,Bedsheet,4,6885,26-07-2023,,,
T733,C399,regular,Home_Goods,Dinner Set,1,2447,09-03-2023,,,
T734,C500,regular,FMCG,Juice,3,192,26-02-2023,,,
T735,C385,regular,Electronics,Bluetooth Speaker,1,8732,27-12-2023,,,
T736,C006,premium,Fashion,Shirt,4,2962,03-11-2023,,,
T736,C006,premium,Fashion,Trouser,3,3660,13-03-2023,,,
T736,C006,premium,Beauty,Hair Serum,1,911,18-03-2023,,,
T737,C173,regular,Grocery,Spices Pack,6,1273,04-08-2023,,,
T737,C173,regular,Grocery,Salt,8,1389,23-09-2023,,,
T737,C173,regular,Grocery,Rice,8,1336,27-08-2023,,,
T737,C173,regular,Grocery,Wheat Flour,8,1856,16-01-2023,,,
T737,C173,regular,Grocery,Breakfast Cereal,7,1249,08-02-2023,,,
T738,C369,regular,Grocery,Rice,8,1811,15-04-2023,,,
T738,C369,regular,Grocery,Cooking Oil,6,371,07-07-2023,,,
T738,C369,regular,Grocery,Spices Pack,5,1653,11-11-2023,,,
T739,C141,regular,Grocery,Cooking Oil,8,861,20-11-2023,,,
T739,C141,regular,Grocery,Sugar,10,1854,19-03-2023,,,
T739,C141,regular,Grocery,Coffee,4,1137,21-12-2023,,,
T739,C141,regular,Grocery,Wheat Flour,5,1252,03-11-2023,,,
T739,C141,regular,Grocery,Lentils,4,106,05-03-2023,,,
T740,C012,regular,Grocery,Lentils,7,1241,10-11-2023,,,
T741,C169,regular,Home_Goods,Cookware Set,1,3544,20-09-2023,,,
T742,C132,regular,FMCG,Chips,2,298,23-01-2023,,,
T742,C132,regular,FMCG,Cola,3,400,25-02-2023,,,
T742,C132,regular,Home_Goods,Bath Towel,2,394,18-07-2023,,,
T743,C010,regular,Beauty,Perfume,2,1887,17-04-2023,,,
T743,C010,regular,Beauty,Skincare Set,2,226,01-02-2023,,,
T743,C010,regular,Beauty,Lipstick,3,1249,03-03-2023,,,
T744,C403,regular,Grocery,Salt,2,1932,08-03-2023,,,
T744,C403,regular,Grocery,Spices Pack,6,266,11-06-2023,,,
T745,C324,premium,FMCG,Chips,3,311,10-02-2023,,,
T745,C324,premium,FMCG,Cola,2,138,15-05-2023,,,
T746,C329,regular,FMCG,Soap,5,90,20-05-2023,,,
T746,C329,regular,FMCG,Shampoo,7,196,10-12-2023,,,
T747,C270,regular,Fashion,Trouser,3,4126,08-11-2023,,,
T748,C266,regular,FMCG,Soap,2,391,21-03-2023,,,
T748,C266,regular,FMCG,Shampoo,3,451,15-05-2023,,,
T749,C472,regular,Electronics,Mobile Phone,1,20253,15-11-2023,,,
T749,C472,regular,Electronics,Charger,1,24471,16-11-2023,,,
T749,C472,regular,Electronics,Earphones,1,7726,25-12-2023,,,
T750,C339,premium,Home_Goods,Bath Towel,1,7778,23-02-2023,,,
T750,C339,premium,Home_Goods,Dinner Set,2,1805,20-06-2023,,,
T750,C339,premium,Home_Goods,Storage Box,3,6197,25-07-2023,,,
T751,C364,regular,FMCG,Chips,4,119,25-11-2023,,,
T751,C364,regular,FMCG,Cola,9,140,03-04-2023,,,
T751,C364,regular,Grocery,Lentils,2,1190,17-01-2023,,,
T752,C385,regular,FMCG,Soap,9,231,25-10-2023,,,
T752,C385,regular,FMCG,Shampoo,4,54,02-08-2023,,,
T752,C385,regular,Electronics,Earphones,1,23399,12-05-2023,,,
T753,C163,regular,Beauty,Skincare Set,4,576,18-02-2023,,,
T753,C163,regular,Beauty,Face Cream,2,691,07-06-2023,,,
T753,C163,regular,Beauty,Face Wash,2,1586,23-11-2023,,,
T753,C163,regular,Electronics,Laptop,1,30972,20-09-2023,,,
T754,C145,regular,Electronics,Mobile Phone,2,11891,14-12-2023,,,
T754,C145,regular,Electronics,Charger,1,39466,08-03-2023,,,
T754,C145,regular,Electronics,Earphones,1,40602,27-12-2023,,,
T754,C145,regular,Home_Goods,Curtains,2,5658,17-09-2023,,,
T755,C115,regular,Grocery,Spices Pack,4,1848,22-11-2023,,,
T755,C115,regular,Grocery,Sugar,6,1179,08-11-2023,,,
T756,C354,regular,Fashion,Trouser,3,1105,10-06-2023,,,
T757,C089,premium,Fashion,Shirt,2,4768,06-12-2023,,,
T757,C089,premium,Fashion,Trouser,2,1594,18-12-2023,,,
T758,C328,premium,Home_Goods,Cookware Set,1,6678,11-04-2023,,,
T758,C328,premium,Home_Goods,Table Lamp,2,2159,18-09-2023,,,
T758,C328,premium,Home_Goods,Pillow,3,6326,06-03-2023,,,
T759,C176,regular,Grocery,Breakfast Cereal,9,1469,01-05-2023,,,
T760,C365,premium,Fashion,Scarf,1,1919,12-09-2023,,,
T760,C365,premium,Fashion,Shirt,3,1241,18-11-2023,,,
T761,C268,regular,FMCG,Cola,9,131,16-03-2023,,,
T762,C371,regular,Grocery,Tea,5,1878,17-03-2023,,,
T762,C371,regular,FMCG,Biscuits,3,335,06-10-2023,,,
T763,C217,regular,FMCG,Chips,7,179,26-02-2023,,,
T763,C217,regular,FMCG,Cola,9,99,02-01-2023,,,
T764,C113,regular,FMCG,Soap,7,111,28-04-2023,,,
T764,C113,regular,FMCG,Shampoo,4,429,02-08-2023,,,
T765,C283,premium,Home_Goods,Bedsheet,3,6014,23-05-2023,,,
T765,C283,premium,Home_Goods,Storage Box,4,405,03-01-2023,,,
T766,C245,regular,FMCG,Chips,9,488,23-03-2023,,,
T766,C245,regular,FMCG,Cola,4,388,28-03-2023,,,
T767,C009,regular,FMCG,Soap,8,257,25-03-2023,,,
T767,C009,regular,FMCG,Shampoo,3,122,04-07-2023,,,
T768,C031,regular,Beauty,Face Wash,1,1173,10-02-2023,,,
T769,C250,regular,FMCG,Soap,9,287,10-04-2023,,,
T769,C250,regular,FMCG,Shampoo,8,269,10-11-2023,,,
T770,C146,regular,Home_Goods,Pillow,1,1281,13-11-2023,,,
T771,C258,regular,Electronics,Laptop,1,12826,05-12-2023,,,
T771,C258,regular,Electronics,Mouse,1,8552,22-08-2023,,,
T772,C448,regular,Grocery,Tea,6,688,03-09-2023,,,
T772,C448,regular,FMCG,Biscuits,2,165,27-05-2023,,,
T772,C448,regular,Beauty,Nail Polish,2,1265,27-12-2023,,,
T773,C123,regular,FMCG,Soap,2,61,08-03-2023,,,
T773,C123,regular,FMCG,Shampoo,5,470,11-08-2023,,,
T773,C123,regular,Beauty,Perfume,2,1573,12-01-2023,,,
T774,C076,regular,FMCG,Shampoo,3,308,26-09-2023,,,
T775,C445,premium,Home_Goods,Cookware Set,2,6267,18-10-2023,,,
T775,C445,premium,Home_Goods,Dinner Set,2,7362,23-04-2023,,,
T775,C445,premium,Beauty,Face Cream,2,949,19-11-2023,,,
T776,C250,regular,Fashion,Dress,2,4462,01-09-2023,,,
T777,C073,premium,Beauty,Face Wash,1,974,13-12-2023,,,
T777,C073,premium,Beauty,Skincare Set,2,873,11-02-2023,,,
T777,C073,premium,Beauty,Makeup Kit,1,1287,02-11-2023,,,
T777,C073,premium,Beauty,Perfume,3,1841,02-02-2023,,,
T777,C073,premium,Beauty,Lipstick,2,1914,28-11-2023,,,
T778,C480,regular,FMCG,Soap,4,236,24-09-2023,,,
